File Path,Prompt,Class Name,Predicted Text
../data/test/title/LCE-1913-01-08-a-i0015.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,black and white drawing of the letter E
../data/test/title/LCE-1911-12-06-a-i0016.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,drawing of the letter E
../data/test/title/LCE-1948-06-09-a-i0015.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,letter E
../data/test/title/LCE-1943-01-27-a-i0017.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,black and white drawing of the letter E
../data/test/title/LCE-1907-08-14-a-i0009.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,letter N
../data/test/title/LCE-1952-02-27-a-i0002.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,letter L
../data/test/title/LCE-1906-02-03-a-i0003.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,drawing of the letter L
../data/test/title/LCE-1912-11-23-a-i0020.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,reproduction of a wood engraving of the letter R
../data/test/title/LCE-1913-02-15-a-i0009.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,letter F
../data/test/title/LCE-1913-03-01-a-i0008.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,drawing of the letter E
../data/test/title/LCE-1910-04-27-a-i0002.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,black and white version of the letter C
../data/test/title/LCE-1942-01-02-a-i0012.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,drawing of the letter D
../data/test/title/LCE-1908-10-07-a-i0011.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,drawing of the letter E
../data/test/title/LCE-1904-07-02-a-i0002.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,drawing of the letter L
../data/test/title/LCE-1923-03-09-a-i0051.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,reproduction of a wood engraving of the letter R
../data/test/title/LCE-1907-01-01-a-i0016.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,black and white drawing of the letter E
../data/test/title/LCE-1912-10-19-a-i0010.jpg,"<image> Between the classes comic, drawing, game, graph, logo, map, photograph and title,this image is a",title,letter F
